genre_a,genre_b,pair_movie_count,pair_rating_count,pair_mean_rating,pair_std_rating,genre_a_movie_count,genre_a_mean_rating,genre_b_movie_count,genre_b_mean_rating,mean_individual_rating,rating_gain,meets_min_support
Comedy,Western,135,114630,3.175767039754338,1.0471620516334477,8374,3.4260113054324886,676,3.5704980246109406,3.4982546650217143,-0.3224876252673763,True
Mystery,Sci-Fi,135,254633,3.639673569411663,0.9911276774283321,1514,3.663508921312903,1743,3.4367726714455005,3.5501407963792015,0.08953277303246132,True
Action,Western,135,159595,3.6041970837223585,1.0230405237740636,3520,3.44386376493354,676,3.5704980246109406,3.5071808947722403,0.09701618895011821,True
Animation,Drama,133,204508,3.668303953448571,0.9860351495815185,1027,3.6174939235897994,13344,3.6742955093068264,3.645894716448313,0.02240923700025821,True
Fantasy,Thriller,129,201304,3.2801796297124235,1.073176511846232,1412,3.5059453358738244,4178,3.50711121809216,3.5065282769829924,-0.22634864727056891,True
Comedy,Documentary,126,31484,3.539517153748412,1.0404833336217445,8374,3.4260113054324886,2471,3.7397176834178865,3.5828644944251877,-0.043347340676775925,True
Film-Noir,Thriller,124,139929,3.9767446846524925,0.8854999377852816,330,3.96538126070082,4178,3.50711121809216,3.7362462393964897,0.24049844525600284,True
Documentary,Drama,121,18806,3.669468085106383,0.910325034672261,2471,3.7397176834178865,13344,3.6742955093068264,3.7070065963623566,-0.03753851125597363,True
Comedy,War,119,226546,3.833131753654919,1.0145989866834422,8374,3.4260113054324886,1194,3.8095307347384844,3.6177710200854865,0.21536073356943275,True
Fantasy,Mystery,118,121805,3.4615533024095893,1.0151756211521914,1412,3.5059453358738244,1514,3.663508921312903,3.5847271285933635,-0.12317382618377426,True
Animation,Musical,113,391941,3.557503846261791,1.0074327133486558,1027,3.6174939235897994,1036,3.558090628821412,3.5877922762056054,-0.03028842994381442,True
Romance,Western,113,54147,3.5477993461758675,0.9869423362759645,4127,3.541802581902903,676,3.5704980246109406,3.5561503032569215,-0.008350957081054045,True
Fantasy,Musical,106,254973,3.6323870856407763,1.005221812572175,1412,3.5059453358738244,1036,3.558090628821412,3.532017982347618,0.10036910329315818,True
Adventure,Western,105,146967,3.5435177561699205,1.0107424798494524,2329,3.5018926565473865,676,3.5704980246109406,3.5361953405791633,0.007322415590757192,True
Action,Children,102,110491,3.1111900516784172,1.2059403028089173,3520,3.44386376493354,1139,3.4081137685270444,3.425988766730292,-0.31479871505187473,True
Action,IMAX,101,271062,3.6171558536423403,1.0058263428227072,3520,3.44386376493354,196,3.655945983272606,3.549904874103073,0.06725097953926706,True
Thriller,War,100,91201,3.649786184210526,0.9246677381029075,4178,3.50711121809216,1194,3.8095307347384844,3.658320976415322,-0.008534792204796027,True
Documentary,Musical,99,13250,3.6967089371980677,1.029565085774567,2471,3.7397176834178865,1036,3.558090628821412,3.648904156119649,0.04780478107841857,False
Romance,Sci-Fi,99,136747,3.3889173278730484,1.1094163659517242,4127,3.541802581902903,1743,3.4367726714455005,3.4892876266742014,-0.100370298801153,False
Adventure,IMAX,89,304898,3.608969229053651,0.9828518218167253,2329,3.5018926565473865,196,3.655945983272606,3.5789193199099962,0.030049909143654574,False
Documentary,War,82,8164,3.9104998774810094,0.9140136344539036,2471,3.7397176834178865,1194,3.8095307347384844,3.774624209078185,0.13587566840282417,False
Adventure,Horror,80,90580,3.5365919629057188,1.0676504674310567,2329,3.5018926565473865,2611,3.2772238097518307,3.3895582331496086,0.14703372975611018,False
Adventure,Musical,79,222690,3.588501953388118,1.0074568717894905,2329,3.5018926565473865,1036,3.558090628821412,3.529991642684399,0.05851031070371926,False
Adventure,Mystery,78,142939,3.4511214809425197,1.0384087114864198,2329,3.5018926565473865,1514,3.663508921312903,3.5827007889301448,-0.13157930798762507,False
Children,Sci-Fi,77,145102,3.3201437609405797,1.141913853592975,1139,3.4081137685270444,1743,3.4367726714455005,3.422443219986272,-0.10229945904569249,False
Children,Romance,73,205370,3.4907263130216295,1.04945999950983,1139,3.4081137685270444,4127,3.541802581902903,3.4749581752149736,0.01576813780665587,False
Horror,Romance,72,42461,3.3441628788770874,1.0161939575854166,2611,3.2772238097518307,4127,3.541802581902903,3.409513195827367,-0.06535031695027937,False
Animation,Romance,70,193609,3.591780814842362,1.001772256972734,1027,3.6174939235897994,4127,3.541802581902903,3.579648252746351,0.01213256209601088,False
Film-Noir,Mystery,65,115243,4.000633449610385,0.8967073561418838,330,3.96538126070082,1514,3.663508921312903,3.8144450910068617,0.18618835860352334,False
IMAX,Sci-Fi,63,188214,3.5233988970002232,1.0220753380347236,196,3.655945983272606,1743,3.4367726714455005,3.5463593273590535,-0.02296043035883022,False
Crime,Sci-Fi,51,148835,3.4668491954177445,1.0761966806261682,2939,3.6745276025631113,1743,3.4367726714455005,3.5556501370043057,-0.08880094158656116,False
Fantasy,IMAX,50,139432,3.633061277181709,0.9697326255992297,1412,3.5059453358738244,196,3.655945983272606,3.5809456595732154,0.05211561760849337,False
Adventure,Documentary,46,3345,3.766686620772224,0.9525230003182683,2329,3.5018926565473865,2471,3.7397176834178865,3.6208051699826367,0.14588145078958714,False
Crime,Documentary,40,1080,3.75,0.9438138517818165,2939,3.6745276025631113,2471,3.7397176834178865,3.707122642990499,0.042877357009500905,False
Drama,IMAX,39,154242,3.8582357593910865,0.9095036774536795,13344,3.6742955093068264,196,3.655945983272606,3.665120746289716,0.19311501310137036,False
Animation,IMAX,36,115513,3.6812696406465073,0.9553673497290864,1027,3.6174939235897994,196,3.655945983272606,3.6367199534312027,0.04454968721530461,False
IMAX,Thriller,36,115198,3.539831420684387,1.0194446393216026,196,3.655945983272606,4178,3.50711121809216,3.581528600682383,-0.04169717999799616,False
Film-Noir,Romance,35,19168,4.005113221329437,0.939592056522336,330,3.96538126070082,4127,3.541802581902903,3.7535919213018616,0.25152130002757556,False
Children,IMAX,33,120344,3.6692620260422295,0.959007435585952,1139,3.4081137685270444,196,3.655945983272606,3.532029875899825,0.1372321501424043,False
Crime,Fantasy,33,91669,3.3506801645049036,1.0090116818081032,2939,3.6745276025631113,1412,3.5059453358738244,3.5902364692184676,-0.23955630471356404,False
Sci-Fi,War,32,14465,3.485273783185841,1.079206500409477,1743,3.4367726714455005,1194,3.8095307347384844,3.6231517030919926,-0.13787791990615172,False
Animation,Horror,31,11886,3.4571765101800436,1.0488370402673348,1027,3.6174939235897994,2611,3.2772238097518307,3.447358866670815,0.009817643509228535,False
Animation,Crime,30,59037,3.6312397310161426,1.0370136414574016,1027,3.6174939235897994,2939,3.6745276025631113,3.6460107630764553,-0.014771032060312717,False
Crime,Western,29,16407,3.681172670201743,0.8732522203327392,2939,3.6745276025631113,676,3.5704980246109406,3.6225128135870257,0.0586598566147174,False
Action,Musical,29,26671,3.664729481459263,1.0534641379914536,3520,3.44386376493354,1036,3.558090628821412,3.500977196877476,0.16375228458178714,False
Animation,Mystery,29,31234,3.5678790983606556,0.9288183922379605,1027,3.6174939235897994,1514,3.663508921312903,3.640501422451351,-0.07262232409069558,False
Documentary,IMAX,29,3737,3.598233404710921,1.0805507471319744,2471,3.7397176834178865,196,3.655945983272606,3.697831833345246,-0.09959842863432522,False
Comedy,IMAX,29,36784,3.498423227490213,0.946225760435897,8374,3.4260113054324886,196,3.655945983272606,3.5409786443525473,-0.042555416862334106,False
Crime,War,28,35657,3.830884002692394,0.8415188593484065,2939,3.6745276025631113,1194,3.8095307347384844,3.742029168650798,0.08885483404159622,False
Children,Mystery,28,40388,3.4246521071658496,1.0122343880790157,1139,3.4081137685270444,1514,3.663508921312903,3.5358113449199737,-0.11115923775412417,False
Thriller,Western,27,26837,3.4940939747363715,0.9525329627502598,4178,3.50711121809216,676,3.5704980246109406,3.5388046213515505,-0.044710646615178984,False
War,Western,27,32732,3.5617591347916413,0.9969079921769571,1194,3.8095307347384844,676,3.5704980246109406,3.6900143796747127,-0.12825524488307138,False
Musical,Sci-Fi,25,19033,3.403478352248844,1.2065405481039424,1036,3.558090628821412,1743,3.4367726714455005,3.497431650133456,-0.09395329788461204,False
Animation,War,25,9257,3.428756616614454,1.116064097463714,1027,3.6174939235897994,1194,3.8095307347384844,3.713512329164142,-0.2847557125496878,False
Crime,Musical,25,12568,3.453286646506446,1.0403165846123963,2939,3.6745276025631113,1036,3.558090628821412,3.6163091156922613,-0.1630224691858153,False
Animation,Thriller,25,14492,3.6691277946453216,0.925470103451093,1027,3.6174939235897994,4178,3.50711121809216,3.5623025708409797,0.1068252238043419,False
Horror,Musical,23,27138,3.348680816567175,1.1288355655549271,2611,3.2772238097518307,1036,3.558090628821412,3.417657219286621,-0.06897640271944594,False
Musical,Western,22,5268,3.169798785117692,1.0498189367797244,1036,3.558090628821412,676,3.5704980246109406,3.564294326716176,-0.3944955415984843,False
Fantasy,War,21,17033,3.448306229084718,1.0716393293465223,1412,3.5059453358738244,1194,3.8095307347384844,3.6577380353061546,-0.20943180622143664,False
Horror,War,20,2090,3.4229296314025848,1.1025248953879014,2611,3.2772238097518307,1194,3.8095307347384844,3.5433772722451575,-0.12044764084257276,False
Documentary,Horror,19,1452,1.6918044077134986,1.3583680139177547,2471,3.7397176834178865,2611,3.2772238097518307,3.508470746584859,-1.8166663388713602,False
Children,Crime,18,48340,3.7502585850227557,0.9619646165704512,1139,3.4081137685270444,2939,3.6745276025631113,3.541320685545078,0.20893789947767782,False
Mystery,War,18,3407,3.776342823598474,0.8664614818811547,1514,3.663508921312903,1194,3.8095307347384844,3.7365198280256937,0.03982299557278024,False
Sci-Fi,Western,18,36013,2.96924636232367,1.1066305140208423,1743,3.4367726714455005,676,3.5704980246109406,3.5036353480282205,-0.5343889857045507,False
Animation,Documentary,15,1342,3.8297317436661698,0.9164759628465743,1027,3.6174939235897994,2471,3.7397176834178865,3.678605803503843,0.1511259401623266,False
Musical,War,14,7799,3.9587767662520834,0.9798231680618195,1036,3.558090628821412,1194,3.8095307347384844,3.6838106817799483,0.2749660844721351,False
Horror,IMAX,13,12224,3.3594568062827226,0.9464966510403703,2611,3.2772238097518307,196,3.655945983272606,3.4665848965122184,-0.10712809022949576,False
Documentary,Romance,13,351,3.0313390313390314,1.070587649918453,2471,3.7397176834178865,4127,3.541802581902903,3.640760132660395,-0.6094211013213635,False
Action,Film-Noir,13,16207,3.847874375269945,0.9417072556606654,3520,3.44386376493354,330,3.96538126070082,3.70462251281718,0.143251862452765,False
Musical,Thriller,13,5145,3.5012633624878524,1.0025474733220128,1036,3.558090628821412,4178,3.50711121809216,3.532600923456786,-0.0313375609689337,False
Musical,Mystery,12,1952,3.3299180327868854,1.0317941028490805,1036,3.558090628821412,1514,3.663508921312903,3.610799775067157,-0.28088174228027185,False
Documentary,Thriller,12,365,3.940934065934066,0.9944475083584816,2471,3.7397176834178865,4178,3.50711121809216,3.623414450755023,0.31751961517904315,False
Horror,Western,12,3107,3.1145799806887675,1.116767586042251,2611,3.2772238097518307,676,3.5704980246109406,3.4238609171813854,-0.3092809364926179,False
Mystery,Western,11,10815,3.9954692556634304,0.9577865600687759,1514,3.663508921312903,676,3.5704980246109406,3.6170034729619216,0.37846578270150877,False
Action,Documentary,11,3808,3.1125262605042017,1.2268376745258203,3520,3.44386376493354,2471,3.7397176834178865,3.591790724175713,-0.47926446367151154,False
Children,Western,11,7368,3.014657980456026,1.015952368550648,1139,3.4081137685270444,676,3.5704980246109406,3.4893058965689923,-0.4746479161129664,False
Crime,IMAX,11,61437,4.050238455653759,0.8458168226690679,2939,3.6745276025631113,196,3.655945983272606,3.6652367929178586,0.38500166273590075,False
IMAX,Musical,11,82078,3.7167998732912597,0.9627990636924963,196,3.655945983272606,1036,3.558090628821412,3.607018306047009,0.10978156724425059,False
Documentary,Mystery,11,556,3.577338129496403,0.9718325407518735,2471,3.7397176834178865,1514,3.663508921312903,3.701613302365395,-0.12427517286899192,False
Documentary,Sci-Fi,11,160,3.671875,1.0611001692500053,2471,3.7397176834178865,1743,3.4367726714455005,3.5882451774316935,0.08362982256830653,False
IMAX,Romance,10,45418,3.6534413668589547,0.9941277604308578,196,3.655945983272606,4127,3.541802581902903,3.5988742825877544,0.05456708427120027,False
Comedy,Film-Noir,9,3028,3.9243725231175692,0.9527456381456637,8374,3.4260113054324886,330,3.96538126070082,3.6956962830666544,0.2286762400509148,False
Children,Horror,9,3058,2.878842380640942,1.079345005167064,1139,3.4081137685270444,2611,3.2772238097518307,3.3426687891394375,-0.46382640849849555,False
Animation,Western,8,4450,3.135056179775281,1.0074828191677494,1027,3.6174939235897994,676,3.5704980246109406,3.5939959741003698,-0.4589397943250888,False
Film-Noir,Sci-Fi,8,12140,3.787026359143328,0.9062035811662742,330,3.96538126070082,1743,3.4367726714455005,3.70107696607316,0.0859493930701678,False
IMAX,Mystery,7,30551,3.9481195378220026,0.8798111958494248,196,3.655945983272606,1514,3.663508921312903,3.6597274522927545,0.2883920855292481,False
Film-Noir,Horror,7,3021,3.522343594836147,1.011562591541168,330,3.96538126070082,2611,3.2772238097518307,3.6213025352263255,-0.09895894039017872,False
Children,Thriller,6,4654,3.333798882681564,0.9100642521243596,1139,3.4081137685270444,4178,3.50711121809216,3.457612493309602,-0.12381361062803808,False
Children,Documentary,6,603,3.8745847176079735,0.7650662496510205,1139,3.4081137685270444,2471,3.7397176834178865,3.5739157259724657,0.30066899163550787,False
Documentary,Fantasy,6,237,3.3860759493670884,1.1633966391433161,2471,3.7397176834178865,1412,3.5059453358738244,3.6228315096458554,-0.23675556027876699,False
Fantasy,Western,6,736,3.436141304347826,1.0661767420611077,1412,3.5059453358738244,676,3.5704980246109406,3.5382216802423825,-0.10208037589455632,False
Adventure,Film-Noir,5,11965,3.7861262014208106,0.9102437641919905,2329,3.5018926565473865,330,3.96538126070082,3.7336369586241034,0.05248924279670719,False
Fantasy,Film-Noir,5,4065,3.6707257072570725,1.0808274980323418,1412,3.5059453358738244,330,3.96538126070082,3.735663298287322,-0.06493759103024965,False
Film-Noir,Musical,4,182,3.6346153846153846,1.016308788169805,330,3.96538126070082,1036,3.558090628821412,3.761735944761116,-0.12712056014573125,False
Children,War,4,4187,2.8434439933126345,1.0050787821089857,1139,3.4081137685270444,1194,3.8095307347384844,3.6088222516327644,-0.7653782583201298,False
IMAX,War,4,12103,3.593365281335206,1.051535114730881,196,3.655945983272606,1194,3.8095307347384844,3.732738359005545,-0.13937307767033902,False
Film-Noir,War,3,48,3.34375,0.786564371579528,330,3.96538126070082,1194,3.8095307347384844,3.887455997719652,-0.5437059977196519,False
Animation,Film-Noir,2,339,3.4631268436578173,0.9008363726302449,1027,3.6174939235897994,330,3.96538126070082,3.79143759214531,-0.32831074848749253,False
Documentary,Western,2,22,3.272727272727273,0.9223065383316713,2471,3.7397176834178865,676,3.5704980246109406,3.6551078540144135,-0.3823805812871406,False
IMAX,Western,2,1194,3.0297319932998326,0.9151763713315784,196,3.655945983272606,676,3.5704980246109406,3.6132220039417735,-0.583490010641941,False
Film-Noir,Western,1,154,2.987012987012987,1.073976259684628,330,3.96538126070082,676,3.5704980246109406,3.76793964265588,-0.7809266556428933,False
